eligibility_datetime_utc,item_id,eligibility,message
2025-06-04 08:50:07.115,276,1,
2025-06-04 08:50:07.115,277,1,
2025-06-04 08:50:07.115,278,1,
2025-06-04 08:50:07.115,279,1,
2025-06-04 08:50:07.115,280,1,
2025-06-04 08:50:07.115,62,1,
2025-06-04 08:50:07.115,60,1,
2025-06-04 08:50:07.115,63,1,
2025-06-04 08:50:07.115,61,1,
2025-06-04 08:50:07.115,57,1,
2025-06-04 08:50:07.115,281,1,
2025-06-04 08:50:07.115,58,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,59,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,64,1,
2025-06-04 08:50:07.115,68,1,
2025-06-04 08:50:07.115,65,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,67,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,66,1,
2025-06-04 08:50:07.115,154,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,152,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,282,1,
2025-06-04 08:50:07.115,153,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,283,1,
2025-06-04 08:50:07.115,83,1,
2025-06-04 08:50:07.115,75,1,
2025-06-04 08:50:07.115,81,1,
2025-06-04 08:50:07.115,284,1,
2025-06-04 08:50:07.115,285,1,
2025-06-04 08:50:07.115,89,1,
2025-06-04 08:50:07.115,286,1,
2025-06-04 08:50:07.115,137,1,
2025-06-04 08:50:07.115,146,1,
2025-06-04 08:50:07.115,142,1,
2025-06-04 08:50:07.115,150,1,
2025-06-04 08:50:07.115,102,1,
2025-06-04 08:50:07.115,123,1,
2025-06-04 08:50:07.115,105,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,116,1,
2025-06-04 08:50:07.115,94,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,98,1,
2025-06-04 08:50:07.115,124,1,
2025-06-04 08:50:07.115,106,1,
2025-06-04 08:50:07.115,287,1,
2025-06-04 08:50:07.115,288,1,
2025-06-04 08:50:07.115,289,1,
2025-06-04 08:50:07.115,91,1,
2025-06-04 08:50:07.115,93,1,
2025-06-04 08:50:07.115,290,1,
2025-06-04 08:50:07.115,84,1,
2025-06-04 08:50:07.115,126,1,
2025-06-04 08:50:07.115,119,1,
2025-06-04 08:50:07.115,131,1,
2025-06-04 08:50:07.115,103,1,
2025-06-04 08:50:07.115,115,1,
2025-06-04 08:50:07.115,110,1,
2025-06-04 08:50:07.115,112,1,
2025-06-04 08:50:07.115,111,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,121,1,
2025-06-04 08:50:07.115,132,1,
2025-06-04 08:50:07.115,117,1,
2025-06-04 08:50:07.115,114,1,
2025-06-04 08:50:07.115,97,1,
2025-06-04 08:50:07.115,118,1,
2025-06-04 08:50:07.115,129,1,
2025-06-04 08:50:07.115,104,1,
2025-06-04 08:50:07.115,109,1,
2025-06-04 08:50:07.115,108,1,
2025-06-04 08:50:07.115,120,1,
2025-06-04 08:50:07.115,95,1,
2025-06-04 08:50:07.115,291,1,
2025-06-04 08:50:07.115,100,1,
2025-06-04 08:50:07.115,96,1,
2025-06-04 08:50:07.115,107,1,
2025-06-04 08:50:07.115,141,1,
2025-06-04 08:50:07.115,147,1,
2025-06-04 08:50:07.115,151,1,
2025-06-04 08:50:07.115,148,1,
2025-06-04 08:50:07.115,128,1,
2025-06-04 08:50:07.115,122,1,
2025-06-04 08:50:07.115,292,1,
2025-06-04 08:50:07.115,99,1,
2025-06-04 08:50:07.115,149,1,
2025-06-04 08:50:07.115,139,1,
2025-06-04 08:50:07.115,140,1,
2025-06-04 08:50:07.115,144,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,69,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,90,1,
2025-06-04 08:50:07.115,76,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,73,1,
2025-06-04 08:50:07.115,82,1,
2025-06-04 08:50:07.115,77,1,
2025-06-04 08:50:07.115,293,1,
2025-06-04 08:50:07.115,87,1,
2025-06-04 08:50:07.115,145,1,
2025-06-04 08:50:07.115,143,1,
2025-06-04 08:50:07.115,135,1,
2025-06-04 08:50:07.115,138,1,
2025-06-04 08:50:07.115,294,1,
2025-06-04 08:50:07.115,295,1,
2025-06-04 08:50:07.115,296,1,
2025-06-04 08:50:07.115,297,1,
2025-06-04 08:50:07.115,125,1,
2025-06-04 08:50:07.115,127,1,
2025-06-04 08:50:07.115,113,1,
2025-06-04 08:50:07.115,101,1,
2025-06-04 08:50:07.115,86,1,
2025-06-04 08:50:07.115,74,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,78,1,
2025-06-04 08:50:07.115,79,1,
2025-06-04 08:50:07.115,133,1,
2025-06-04 08:50:07.115,136,1,
2025-06-04 08:50:07.115,134,1,
2025-06-04 08:50:07.115,92,1,
2025-06-04 08:50:07.115,130,1,
2025-06-04 08:50:07.115,72,1,
2025-06-04 08:50:07.115,80,1,
2025-06-04 08:50:07.115,298,0,This product is either missing important information or contains incorrect information. Review in your product inventory.
2025-06-04 08:50:07.115,299,0,This product is either missing important information or contains incorrect information. Review in your product inventory.
2025-06-04 08:50:07.115,300,0,This product is either missing important information or contains incorrect information. Review in your product inventory.
2025-06-04 08:50:07.115,301,0,This product is either missing important information or contains incorrect information. Review in your product inventory.
2025-06-04 08:50:07.115,302,0,This product is either missing important information or contains incorrect information. Review in your product inventory.
2025-06-04 08:50:07.115,156,1,
2025-06-04 08:50:07.115,158,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,157,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,159,1,
2025-06-04 08:50:07.115,303,1,
2025-06-04 08:50:07.115,304,1,
2025-06-04 08:50:07.115,305,1,
2025-06-04 08:50:07.115,306,1,
2025-06-04 08:50:07.115,307,1,
2025-06-04 08:50:07.115,155,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,308,1,
2025-06-04 08:50:07.115,70,1,
2025-06-04 08:50:07.115,71,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,88,1,
2025-06-04 08:50:07.115,85,1,
2025-06-04 08:50:07.115,309,1,
2025-06-04 08:50:07.115,161,1,
2025-06-04 08:50:07.115,160,1,
2025-06-04 08:50:07.115,310,1,
2025-06-04 08:50:07.115,311,1,
2025-06-04 08:50:07.115,312,1,
2025-06-04 08:50:07.115,313,1,
2025-06-04 08:50:07.115,162,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,164,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,165,1,
2025-06-04 08:50:07.115,163,1,
2025-06-04 08:50:07.115,218,1,
2025-06-04 08:50:07.115,215,1,
2025-06-04 08:50:07.115,212,1,
2025-06-04 08:50:07.115,167,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,173,1,
2025-06-04 08:50:07.115,170,1,
2025-06-04 08:50:07.115,166,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,171,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,168,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,169,1,
2025-06-04 08:50:07.115,172,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,176,1,
2025-06-04 08:50:07.115,175,1,
2025-06-04 08:50:07.115,177,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,314,1,
2025-06-04 08:50:07.115,315,1,
2025-06-04 08:50:07.115,316,1,
2025-06-04 08:50:07.115,317,1,
2025-06-04 08:50:07.115,318,1,
2025-06-04 08:50:07.115,319,1,
2025-06-04 08:50:07.115,320,1,
2025-06-04 08:50:07.115,321,1,
2025-06-04 08:50:07.115,322,1,
2025-06-04 08:50:07.115,323,1,
2025-06-04 08:50:07.115,324,1,
2025-06-04 08:50:07.115,248,1,
2025-06-04 08:50:07.115,242,1,
2025-06-04 08:50:07.115,241,1,
2025-06-04 08:50:07.115,236,1,
2025-06-04 08:50:07.115,244,1,
2025-06-04 08:50:07.115,246,1,
2025-06-04 08:50:07.115,247,1,
2025-06-04 08:50:07.115,240,1,
2025-06-04 08:50:07.115,239,1,
2025-06-04 08:50:07.115,245,1,
2025-06-04 08:50:07.115,243,1,
2025-06-04 08:50:07.115,238,1,
2025-06-04 08:50:07.115,237,1,
2025-06-04 08:50:07.115,235,1,
2025-06-04 08:50:07.115,234,1,
2025-06-04 08:50:07.115,325,1,
2025-06-04 08:50:07.115,233,1,
2025-06-04 08:50:07.115,232,1,
2025-06-04 08:50:07.115,231,1,
2025-06-04 08:50:07.115,230,1,
2025-06-04 08:50:07.115,228,1,
2025-06-04 08:50:07.115,229,1,
2025-06-04 08:50:07.115,227,1,
2025-06-04 08:50:07.115,223,1,
2025-06-04 08:50:07.115,224,1,
2025-06-04 08:50:07.115,221,1,
2025-06-04 08:50:07.115,217,1,
2025-06-04 08:50:07.115,225,1,
2025-06-04 08:50:07.115,220,1,
2025-06-04 08:50:07.115,226,1,
2025-06-04 08:50:07.115,219,1,
2025-06-04 08:50:07.115,211,1,
2025-06-04 08:50:07.115,326,1,
2025-06-04 08:50:07.115,210,1,
2025-06-04 08:50:07.115,201,1,
2025-06-04 08:50:07.115,327,1,
2025-06-04 08:50:07.115,328,1,
2025-06-04 08:50:07.115,207,1,
2025-06-04 08:50:07.115,198,1,
2025-06-04 08:50:07.115,205,1,
2025-06-04 08:50:07.115,209,1,
2025-06-04 08:50:07.115,329,1,
2025-06-04 08:50:07.115,203,1,
2025-06-04 08:50:07.115,330,1,
2025-06-04 08:50:07.115,208,1,
2025-06-04 08:50:07.115,206,1,
2025-06-04 08:50:07.115,202,1,
2025-06-04 08:50:07.115,197,1,
2025-06-04 08:50:07.115,196,1,
2025-06-04 08:50:07.115,204,1,
2025-06-04 08:50:07.115,200,1,
2025-06-04 08:50:07.115,199,1,
2025-06-04 08:50:07.115,194,1,
2025-06-04 08:50:07.115,192,1,
2025-06-04 08:50:07.115,195,1,
2025-06-04 08:50:07.115,193,1,
2025-06-04 08:50:07.115,191,1,
2025-06-04 08:50:07.115,190,1,
2025-06-04 08:50:07.115,189,1,
2025-06-04 08:50:07.115,187,1,
2025-06-04 08:50:07.115,188,1,
2025-06-04 08:50:07.115,186,1,
2025-06-04 08:50:07.115,184,1,
2025-06-04 08:50:07.115,185,1,
2025-06-04 08:50:07.115,180,1,
2025-06-04 08:50:07.115,179,1,
2025-06-04 08:50:07.115,182,1,
2025-06-04 08:50:07.115,331,1,
2025-06-04 08:50:07.115,178,1,
2025-06-04 08:50:07.115,181,1,
2025-06-04 08:50:07.115,183,1,
2025-06-04 08:50:07.115,174,1,
2025-06-04 08:50:07.115,216,1,
2025-06-04 08:50:07.115,332,1,
2025-06-04 08:50:07.115,213,1,
2025-06-04 08:50:07.115,222,1,
2025-06-04 08:50:07.115,214,1,
2025-06-04 08:50:07.115,251,1,
2025-06-04 08:50:07.115,257,1,
2025-06-04 08:50:07.115,254,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,250,1,
2025-06-04 08:50:07.115,260,1,
2025-06-04 08:50:07.115,255,1,
2025-06-04 08:50:07.115,258,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,256,1,
2025-06-04 08:50:07.115,253,1,
2025-06-04 08:50:07.115,263,1,
2025-06-04 08:50:07.115,261,1,
2025-06-04 08:50:07.115,259,1,
2025-06-04 08:50:07.115,262,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,252,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,249,1,
2025-06-04 08:50:07.115,333,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 08:50:07.115,267,1,
2025-06-04 08:50:07.115,264,1,
2025-06-04 08:50:07.115,269,1,
2025-06-04 08:50:07.115,268,1,
2025-06-04 08:50:07.115,334,1,
2025-06-04 08:50:07.115,335,1,
2025-06-04 08:50:07.115,336,1,
2025-06-04 08:50:07.115,266,1,
2025-06-04 08:50:07.115,265,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,41,1,
2025-06-05 08:50:06.740,29,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,270,1,
2025-06-05 08:50:06.740,31,1,
2025-06-05 08:50:06.740,26,1,
2025-06-05 08:50:06.740,25,1,
2025-06-05 08:50:06.740,34,1,
2025-06-05 08:50:06.740,28,1,
2025-06-05 08:50:06.740,32,1,
2025-06-05 08:50:06.740,33,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,27,1,
2025-06-05 08:50:06.740,23,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,24,1,
2025-06-05 08:50:06.740,35,1,
2025-06-05 08:50:06.740,30,1,
2025-06-05 08:50:06.740,36,1,
2025-06-05 08:50:06.740,19,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,15,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,16,1,
2025-06-05 08:50:06.740,18,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,17,1,
2025-06-05 08:50:06.740,21,1,
2025-06-05 08:50:06.740,20,1,
2025-06-05 08:50:06.740,22,1,
2025-06-05 08:50:06.740,13,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,38,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,5,1,
2025-06-05 08:50:06.740,7,1,
2025-06-05 08:50:06.740,42,1,
2025-06-05 08:50:06.740,14,1,
2025-06-05 08:50:06.740,10,1,
2025-06-05 08:50:06.740,6,1,
2025-06-05 08:50:06.740,271,1,
2025-06-05 08:50:06.740,4,1,
2025-06-05 08:50:06.740,40,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,8,1,
2025-06-05 08:50:06.740,39,1,
2025-06-05 08:50:06.740,9,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,3,1,
2025-06-05 08:50:06.740,43,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,11,1,
2025-06-05 08:50:06.740,2,1,
2025-06-05 08:50:06.740,44,1,
2025-06-05 08:50:06.740,1,1,
2025-06-05 08:50:06.740,12,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,0,1,
2025-06-05 08:50:06.740,37,1,
2025-06-05 08:50:06.740,49,1,
2025-06-05 08:50:06.740,52,1,
2025-06-05 08:50:06.740,50,1,
2025-06-05 08:50:06.740,46,1,
2025-06-05 08:50:06.740,48,1,
2025-06-05 08:50:06.740,45,1,
2025-06-05 08:50:06.740,47,1,
2025-06-05 08:50:06.740,51,1,
2025-06-05 08:50:06.740,272,1,
2025-06-05 08:50:06.740,273,1,
2025-06-05 08:50:06.740,274,1,
2025-06-05 08:50:06.740,275,1,
2025-06-05 08:50:06.740,56,1,
2025-06-05 08:50:06.740,55,1,
2025-06-05 08:50:06.740,53,1,
2025-06-05 08:50:06.740,54,1,
2025-06-05 08:50:06.740,276,1,
2025-06-05 08:50:06.740,277,1,
2025-06-05 08:50:06.740,278,1,
2025-06-05 08:50:06.740,279,1,
2025-06-05 08:50:06.740,280,1,
2025-06-05 08:50:06.740,62,1,
2025-06-05 08:50:06.740,60,1,
2025-06-05 08:50:06.740,63,1,
2025-06-05 08:50:06.740,61,1,
2025-06-05 08:50:06.740,57,1,
2025-06-05 08:50:06.740,281,1,
2025-06-05 08:50:06.740,58,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,59,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,64,1,
2025-06-05 08:50:06.740,68,1,
2025-06-05 08:50:06.740,65,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,67,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,66,1,
2025-06-05 08:50:06.740,154,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,152,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,282,1,
2025-06-05 08:50:06.740,153,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,283,1,
2025-06-05 08:50:06.740,83,1,
2025-06-05 08:50:06.740,75,1,
2025-06-05 08:50:06.740,81,1,
2025-06-05 08:50:06.740,284,1,
2025-06-05 08:50:06.740,285,1,
2025-06-05 08:50:06.740,89,1,
2025-06-05 08:50:06.740,286,1,
2025-06-05 08:50:06.740,137,1,
2025-06-05 08:50:06.740,146,1,
2025-06-05 08:50:06.740,142,1,
2025-06-05 08:50:06.740,150,1,
2025-06-05 08:50:06.740,102,1,
2025-06-05 08:50:06.740,123,1,
2025-06-05 08:50:06.740,105,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,116,1,
2025-06-05 08:50:06.740,94,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,98,1,
2025-06-05 08:50:06.740,124,1,
2025-06-05 08:50:06.740,106,1,
2025-06-05 08:50:06.740,287,1,
2025-06-05 08:50:06.740,288,1,
2025-06-05 08:50:06.740,289,1,
2025-06-05 08:50:06.740,91,1,
2025-06-05 08:50:06.740,93,1,
2025-06-05 08:50:06.740,290,1,
2025-06-05 08:50:06.740,84,1,
2025-06-05 08:50:06.740,126,1,
2025-06-05 08:50:06.740,119,1,
2025-06-05 08:50:06.740,131,1,
2025-06-05 08:50:06.740,103,1,
2025-06-05 08:50:06.740,115,1,
2025-06-05 08:50:06.740,110,1,
2025-06-05 08:50:06.740,112,1,
2025-06-05 08:50:06.740,111,0,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 08:50:06.740,121,1,
2025-06-05 08:50:06.740,132,1,
2025-06-05 08:50:06.740,117,1,
2025-06-05 08:50:06.740,114,1,
2025-06-05 08:50:06.740,97,1,
2025-06-05 08:50:06.740,118,1,
2025-06-05 08:50:06.740,129,1,
2025-06-05 08:50:06.740,104,1,
2025-06-05 08:50:06.740,109,1,
